observation_id,selection,overlap_family,parent_id,reason,evidence,duplicate_of,analysis_target,alignment_status,threshold_route,metric_usability,reverse_exposure_supported,cohort_period_key,setting_handling,overlap_status,source_locator,historical_study_id,historical_role
643:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|643|Men's 3rd|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=643:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=643,S394,
643:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|643|Men's 3rd|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=643:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=643,S394,
643:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|643|Men's 3rd|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=643:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=643,S394,
643:incidence:overall:injuryTissueType_concussion_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_concussion|sensitivity,hold,sensitivity,none,false,S394|643|Men's 3rd|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=643:incidence:overall:injuryTissueType_concussion_incidence; sourceDataRow=643,S394,
643:incidence:overall:injuryTissueType_muscle_injury_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_muscle_injury|sensitivity,hold,sensitivity,none,false,S394|643|Men's 3rd|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=643:incidence:overall:injuryTissueType_muscle_injury_incidence; sourceDataRow=643,S394,
643:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|643|Men's 3rd|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=643:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=643,S394,
644:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:main; sourceDataRow=644,S394,
644:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=644,S394,
644:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=644,S394,
644:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=644,S394,
644:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=644,S394,
644:incidence:overall:injuryTissueType_concussion_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_concussion|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryTissueType_concussion_incidence; sourceDataRow=644,S394,
644:incidence:overall:injuryTissueType_muscle_injury_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_muscle_injury|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryTissueType_muscle_injury_incidence; sourceDataRow=644,S394,
644:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|644|Men's U19|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=644:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=644,S394,
645:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|645|Men's U17|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=645:incidence:overall:main; sourceDataRow=645,S394,
645:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|645|Men's U17|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=645:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=645,S394,
645:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|645|Men's U17|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=645:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=645,S394,
645:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|645|Men's U17|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=645:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=645,S394,
645:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|645|Men's U17|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=645:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=645,S394,
645:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|645|Men's U17|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=645:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=645,S394,
646:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:main; sourceDataRow=646,S394,
646:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=646,S394,
646:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=646,S394,
646:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=646,S394,
646:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=646,S394,
646:incidence:overall:injuryTissueType_concussion_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_concussion|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:injuryTissueType_concussion_incidence; sourceDataRow=646,S394,
646:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|646|Men's U16|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=646:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=646,S394,
647:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:main; sourceDataRow=647,S394,
647:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=647,S394,
647:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=647,S394,
647:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=647,S394,
647:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=647,S394,
647:incidence:overall:injuryTissueType_concussion_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_concussion|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:injuryTissueType_concussion_incidence; sourceDataRow=647,S394,
647:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|647|Men's U15|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=647:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=647,S394,
648:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|648|Men's U14|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=648:incidence:overall:main; sourceDataRow=648,S394,
648:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|648|Men's U14|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=648:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=648,S394,
648:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|648|Men's U14|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=648:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=648,S394,
648:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|648|Men's U14|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=648:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=648,S394,
648:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|648|Men's U14|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=648:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=648,S394,
648:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|648|Men's U14|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=648:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=648,S394,
649:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|649|Men's U13|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=649:incidence:overall:main; sourceDataRow=649,S394,
649:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|649|Men's U13|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=649:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=649,S394,
649:incidence:overall:injuryLocation_groin_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_groin|sensitivity,hold,sensitivity,none,false,S394|649|Men's U13|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=649:incidence:overall:injuryLocation_groin_incidence; sourceDataRow=649,S394,
649:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|649|Men's U13|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=649:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=649,S394,
649:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|649|Men's U13|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=649:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=649,S394,
649:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|649|Men's U13|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=649:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=649,S394,
650:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|650|Men's U12|8,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=650:incidence:overall:main; sourceDataRow=650,S394,
650:incidence:overall:injuryLocation_ankle_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_ankle|sensitivity,hold,sensitivity,none,false,S394|650|Men's U12|8,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=650:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=650,S394,
650:incidence:overall:injuryLocation_knee_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryLocation_knee|sensitivity,hold,sensitivity,none,false,S394|650|Men's U12|8,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=650:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=650,S394,
650:incidence:overall:injuryTissueType_bone_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_bone|sensitivity,hold,sensitivity,none,false,S394|650|Men's U12|8,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=650:incidence:overall:injuryTissueType_bone_incidence; sourceDataRow=650,S394,
650:incidence:overall:injuryTissueType_concussion_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_concussion|sensitivity,hold,sensitivity,none,false,S394|650|Men's U12|8,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=650:incidence:overall:injuryTissueType_concussion_incidence; sourceDataRow=650,S394,
650:incidence:overall:injuryTissueType_tendinopathy_incidence,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,hold,sensitivity,none,false,S394|650|Men's U12|8,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=650:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=650,S394,
651:incidence:overall:main,hold,S394,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,incidence|overall|all_injuries_scope_review|sensitivity,hold,sensitivity,none,false,S394|651|Men's U11|10,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=651:incidence:overall:main; sourceDataRow=651,S394,
