observation_id,outcome_scope,raw_outcome_scope,location,type,diagnosis,threshold_route,metric_alignment_status,reason,evidence,paper_id,sourceDataRow,metric,setting,metric_usability,evidence_grade,scope_alignment_status,adjudicated_outcome_scope,pair_review_status,source_title,time_loss_definition,exposure_method_status,reverse_exposure_supported,reverse_exposure_route,reverse_exposure_player_hours,reverse_exposure_evidence,model_eligibility,verified_injury_count,count_alignment_evidence,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,canonical_scope_basis,burden_numerator_hours_available,verified_days_lost,days_alignment_evidence,prefit_gate
564:incidence:overall:injuryTissueType_muscle_tendon_incidence,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_tendon_incidence,S339,564,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
564:incidence:overall:injuryTissueType_non_specific_tissue_incidence,injuryTissueType_non_specific_tissue,injuryTissueType_non_specific_tissue,,non specific tissue,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_non_specific_tissue_incidence,S339,564,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_non_specific_tissue,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
564:incidence:overall:injuryTissueType_superficial_contusion_incidence,injuryTissueType_superficial_contusion,injuryTissueType_superficial_contusion,,superficial contusion,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_superficial_contusion_incidence,S339,564,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_superficial_contusion,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryLocation_position_attacker_incidence,injuryLocation_position_attacker,injuryLocation_position_attacker,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_attacker_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_attacker,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryLocation_position_goalkeeper_incidence,injuryLocation_position_goalkeeper,injuryLocation_position_goalkeeper,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_goalkeeper_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_goalkeeper,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryTissueType_bone_incidence,injuryTissueType_bone,injuryTissueType_bone,,bone,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_bone_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_bone,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_ligament_joint_capsule_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryTissueType_muscle_tendon_incidence,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_tendon_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryTissueType_non_specific_tissue_incidence,injuryTissueType_non_specific_tissue,injuryTissueType_non_specific_tissue,,non specific tissue,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_non_specific_tissue_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_non_specific_tissue,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
565:incidence:overall:injuryTissueType_superficial_contusion_incidence,injuryTissueType_superficial_contusion,injuryTissueType_superficial_contusion,,superficial contusion,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_superficial_contusion_incidence,S339,565,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_superficial_contusion,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryLocation_position_attacker_incidence,injuryLocation_position_attacker,injuryLocation_position_attacker,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_attacker_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_attacker,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryLocation_position_goalkeeper_incidence,injuryLocation_position_goalkeeper,injuryLocation_position_goalkeeper,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_goalkeeper_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_goalkeeper,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryTissueType_bone_incidence,injuryTissueType_bone,injuryTissueType_bone,,bone,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_bone_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_bone,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_ligament_joint_capsule_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryTissueType_muscle_tendon_incidence,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_tendon_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryTissueType_non_specific_tissue_incidence,injuryTissueType_non_specific_tissue,injuryTissueType_non_specific_tissue,,non specific tissue,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_non_specific_tissue_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_non_specific_tissue,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
566:incidence:overall:injuryTissueType_superficial_contusion_incidence,injuryTissueType_superficial_contusion,injuryTissueType_superficial_contusion,,superficial contusion,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_superficial_contusion_incidence,S339,566,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_superficial_contusion,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryLocation_position_attacker_incidence,injuryLocation_position_attacker,injuryLocation_position_attacker,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_attacker_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_attacker,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryLocation_position_goalkeeper_incidence,injuryLocation_position_goalkeeper,injuryLocation_position_goalkeeper,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_goalkeeper_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_goalkeeper,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryTissueType_bone_incidence,injuryTissueType_bone,injuryTissueType_bone,,bone,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_bone_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_bone,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_ligament_joint_capsule_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryTissueType_muscle_tendon_incidence,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_tendon_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryTissueType_non_specific_tissue_incidence,injuryTissueType_non_specific_tissue,injuryTissueType_non_specific_tissue,,non specific tissue,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_non_specific_tissue_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_non_specific_tissue,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
567:incidence:overall:injuryTissueType_superficial_contusion_incidence,injuryTissueType_superficial_contusion,injuryTissueType_superficial_contusion,,superficial contusion,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_superficial_contusion_incidence,S339,567,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_superficial_contusion,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryLocation_position_attacker_incidence,injuryLocation_position_attacker,injuryLocation_position_attacker,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_attacker_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_attacker,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryLocation_position_goalkeeper_incidence,injuryLocation_position_goalkeeper,injuryLocation_position_goalkeeper,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_position_goalkeeper_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_position_goalkeeper,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryTissueType_bone_incidence,injuryTissueType_bone,injuryTissueType_bone,,bone,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_bone_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_bone,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,injuryTissueType_ligament_joint_capsule,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_ligament_joint_capsule_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_ligament_joint_capsule,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryTissueType_muscle_tendon_incidence,injuryTissueType_muscle_tendon,injuryTissueType_muscle_tendon,,muscle tendon,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_muscle_tendon_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_muscle_tendon,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryTissueType_non_specific_tissue_incidence,injuryTissueType_non_specific_tissue,injuryTissueType_non_specific_tissue,,non specific tissue,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_non_specific_tissue_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_non_specific_tissue,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
568:incidence:overall:injuryTissueType_superficial_contusion_incidence,injuryTissueType_superficial_contusion,injuryTissueType_superficial_contusion,,superficial contusion,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryTissueType_superficial_contusion_incidence,S339,568,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryTissueType_superficial_contusion,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
569:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S339,569,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Epidemiology of injuries in young Spanish soccer players according to the playing positions,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
571:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S3407,571,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,time loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
571:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S3407,571,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,time loss,not_individually_adjudicated,true,approximate_exposure_sensitivity_only,1077.682982,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",false,,,,,,,,,,,
572:incidence:overall:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",S3407,572,incidence,overall,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,time loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
572:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S3407,572,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,One exercise session a day keeps the physio away: effect of a newly designed daily exercise programme on injury prevention in youth football - A randomised controlled trial.,time loss,not_individually_adjudicated,true,approximate_exposure_sensitivity_only,1126.898579,"Saved master retains an observed count, a same-setting crude per-1,000-hour rate and a compatible time-loss definition. Rounded-rate inversion is approximate only; no model eligibility.",false,,,,,,,,,,,
