source,reason,score,matched_area,matched_study_id,title,matched_title,doi,matched_doi
"PubMed","doi","100","within_second_search","","Elite football players achieve pre-injury running performance despite MRI lesions after return to play without increased risk of recurrence.","Elite football players achieve pre-injury running performance despite MRI lesions after return to play without increased risk of recurrence.","10.1080/15438627.2025.2517225","10.1080/15438627.2025.2517225"
"PubMed","doi","100","within_second_search","","Role of Hip Internal Rotation Range and Foot Progression Angle for Preventing Jones Fracture During Crossover Cutting.","Role of Hip Internal Rotation Range and Foot Progression Angle for Preventing Jones Fracture During Crossover Cutting.","10.1123/jab.2024-0070","10.1123/jab.2024-0070"
"PubMed","doi","100","within_second_search","","Comparison of an Adaptive Ankle Brace to Conventional Taping for Rehabilitation of Acute Ankle Injury in Young Subelite Soccer Players: A Pilot Study.","Comparison of an Adaptive Ankle Brace to Conventional Taping for Rehabilitation of Acute Ankle Injury in Young Subelite Soccer Players: A Pilot Study.","10.1123/jsr.2023-0290","10.1123/jsr.2023-0290"
"PubMed","doi","100","within_second_search","","[Hallux Extensus as a Rare Complication of Crural Fracture and Its Surgical Treatment].","[Hallux Extensus as a Rare Complication of Crural Fracture and Its Surgical Treatment].","10.55095/achot2024/038","10.55095/achot2024/038"
"PubMed","title_author_year","100","within_second_search","","[Trieste, free port - Football therapy with psychiatric patients. For the 100th anniversary of Franco Basaglia's birth].","Trieste, free port - Football therapy with psychiatric patients. For the 100th anniversary of Franco Basaglia's birth","",""
"PubMed","doi","100","within_second_search","","A new injury prevention program 'FUNBALL' improves cognitive performance of young football (soccer) players: A cluster randomized controlled trial.","A new injury prevention program 'FUNBALL' improves cognitive performance of young football (soccer) players: A cluster randomized controlled trial.","10.1016/j.psychsport.2024.102743","10.1016/j.psychsport.2024.102743"
"PubMed","doi","100","within_second_search","","Customized Face Guards as Protective Devices for Ocular Trauma in Futsal Players: A Case Report and Clinical Efficacy Evaluation.","Customized Face Guards as Protective Devices for Ocular Trauma in Futsal Players: A Case Report and Clinical Efficacy Evaluation.","10.1249/jsr.0000000000001312","10.1249/jsr.0000000000001312"
"PubMed","doi","100","within_second_search","","ACL injury timing during matches in professional women's football: A 208-case analysis from the 2022-2024 seasons.","ACL injury timing during matches in professional women's football: A 208-case analysis from the 2022–2024 seasons.","10.1016/j.jsams.2025.08.016","10.1016/j.jsams.2025.08.016"
"PubMed","doi","100","within_second_search","","Acute Compartment Syndrome in a Football Player With Quadriceps Contusion and Successful Return to Sport: A Case Report.","Acute Compartment Syndrome in a Football Player With Quadriceps Contusion and Successful Return to Sport: A Case Report.","10.2106/jbjs.cc.23.00688","10.2106/jbjs.cc.23.00688"
"PubMed","doi","100","within_second_search","","Tri-axial loading response to anti-gravity running highlights movement strategy compensations during knee injury rehabilitation of a professional soccer player.","Tri-axial loading response to anti-gravity running highlights movement strategy compensations during knee injury rehabilitation of a professional soccer player.","10.1080/15438627.2023.2216824","10.1080/15438627.2023.2216824"
"PubMed","doi","100","within_second_search","","Longitudinal assessment of brain injury biomarker neurofilament light in female football players during a competitive season of football heading.","Longitudinal assessment of brain injury biomarker neurofilament light in female football players during a competitive season of football heading.","10.1080/24733938.2025.2550418","10.1080/24733938.2025.2550418"
"PubMed","doi","100","within_second_search","","A clinical case report on biceps femoris T-junction surgical repair & rehabilitation of an international footballer.","A clinical case report on biceps femoris T-junction surgical repair & rehabilitation of an international footballer.","10.1016/j.ptsp.2025.10.042","10.1016/j.ptsp.2025.10.042"
"PubMed","doi","100","within_second_search","","Thermography method under the influence of exercise in the detection of muscle injuries: Sartorius muscle case report.","Thermography method under the influence of exercise in the detection of muscle injuries: Sartorius muscle case report.","10.1016/j.jbmt.2024.02.029","10.1016/j.jbmt.2024.02.029"
"PubMed","doi","100","within_second_search","","Breaking new grounds in injury risk screening in soccer by deploying unsupervised learning with a special focus on sex and fatigue effects.","Breaking new grounds in injury risk screening in soccer by deploying unsupervised learning with a special focus on sex and fatigue effects.","10.1080/14763141.2022.2112748","10.1080/14763141.2022.2112748"
"PubMed","doi","100","within_second_search","","From classical models to attention-based transformers: A comparative study of injury prediction pipelines in female varsity soccer.","From classical models to attention-based transformers: A comparative study of injury prediction pipelines in female varsity soccer.","10.1016/j.jbiomech.2026.113278","10.1016/j.jbiomech.2026.113278"
"PubMed","doi","100","within_second_search","","Efficacy of the FIFA cooling break heat policy during an intermittent treadmill football simulation in hot conditions in trained females.","Efficacy of the FIFA cooling break heat policy during an intermittent treadmill football simulation in hot conditions in trained females.","10.1016/j.jsams.2025.02.003","10.1016/j.jsams.2025.02.003"
"PubMed","doi","100","within_second_search","","High specificity of an AI-powered framework in cross-checking male professional football anterior cruciate ligament tear reports in public databases.","High specificity of an AI‐powered framework in cross‐checking male professional football anterior cruciate ligament tear reports in public databases.","10.1002/ksa.12571","10.1002/ksa.12571"
"PubMed","doi","100","within_second_search","","Video Assessment of the Frequency and Evaluations of Head Collision Events During the 2022 World Cup.","Video Assessment of the Frequency and Evaluations of Head Collision Events during the 2022 World Cup","10.1097/jsm.0000000000001303","10.1097/jsm.0000000000001303"
"PubMed","doi","100","within_second_search","","Distal Plantaris Tendon Rupture in Professional Football Players: Two Case Reports of a Rare Injury.","Distal Plantaris Tendon Rupture in Professional Football Players: Two Case Reports of a Rare Injury.","10.1123/jsr.2025-0116","10.1123/jsr.2025-0116"
"PubMed","doi","100","within_second_search","","Visible signs of possible concussion at the FIFA World Cup Qatar 2022™: Independent review and inter-rater reliability.","Visible signs of possible concussion at the FIFA World Cup Qatar 2022™: Independent review and inter-rater reliability.","10.1016/j.jsams.2025.09.007","10.1016/j.jsams.2025.09.007"
"PubMed","doi","100","within_second_search","","Individualized implicit verbal feedback, a key tool to unlock the potential of video instruction and feedback in talented female soccer players?","Individualized implicit verbal feedback, a key tool to unlock the potential of video instruction and feedback in talented female soccer players?","10.1080/02640414.2026.2628472","10.1080/02640414.2026.2628472"
"PubMed","doi","100","within_second_search","","The Application of a Return-to-Performance Pathway for an International Soccer Player Recovering From Ankle Syndesmosis Stabilization in Time for the 2022 FIFA World Cup. A Case Report.","The Application of a Return-to-Performance Pathway for an International Soccer Player Recovering From Ankle Syndesmosis Stabilization in Time for the 2022 FIFA World Cup. A Case Report.","10.4085/1062-6050-0389.24","10.4085/1062-6050-0389.24"
"PubMed","doi","100","within_second_search","","Return to play after conservative treatment of complete adductor longus tendon rupture in a semi-professional football player: a case report with a 1-year follow up.","Return to play after conservative treatment of complete adductor longus tendon rupture in a semi-professional football player: a case report with a 1-year follow up.","10.1080/15438627.2025.2543089","10.1080/15438627.2025.2543089"
"PubMed","doi","100","within_second_search","","Letter to the editor Re: quintana-Cepedal M, de la calle O, olmedillas H. Return to play after conservative treatment of complete adductor longus tendon rupture in a semi-professional football player: a case report with a 1-year follow up. Research in sports medicine. 2025. doi:10.1080/15438627.2025.2543089.","Letter to the editor Re: quintana-Cepedal M, de la calle O, olmedillas H. Return to play after conservative treatment of complete adductor longus tendon rupture in a semi-professional football player: a case report with a 1-year follow up. Research in sports medicine. 2025. doi:10.1080/15438627.2025.2543089","10.1080/15438627.2025.2557305","10.1080/15438627.2025.2557305"
"PubMed","doi","100","within_second_search","","Soccer and Vocational Training are Ineffective Delivery Strategies to Prevent HIV and Substance Abuse by Young, South African Men: A Cluster Randomized Controlled Trial.","Soccer and Vocational Training are Ineffective Delivery Strategies to Prevent HIV and Substance Abuse by Young, South African Men: A Cluster Randomized Controlled Trial.","10.1007/s10461-024-04458-0","10.1007/s10461-024-04458-0"
"PubMed","doi","100","within_second_search","","Does Headgear Prevent Sport-Related Concussion? A Systematic Review and Meta-Analysis of Randomized Controlled Trials Including 6311 Players and 173,383 Exposure Hours.","Does Headgear Prevent Sport-Related Concussion? A Systematic Review and Meta-Analysis of Randomized Controlled Trials Including 6311 Players and 173,383 Exposure Hours.","10.1177/19417381231174461","10.1177/19417381231174461"
"PubMed","doi","100","within_second_search","","Incidence of lower limb tendinopathy: A 3-year prospective study of a youth elite athletes in a Brazilian sport club.","Incidence of lower limb tendinopathy: A 3-year prospective study of a youth elite athletes in a Brazilian sport club.","10.1016/j.jbmt.2024.04.042","10.1016/j.jbmt.2024.04.042"
"PubMed","doi","100","within_second_search","","Epidemiology of Testicular Trauma in Sports: Analysis of the National Electronic Injury Surveillance System Database.","Epidemiology of Testicular Trauma in Sports: Analysis of the National Electronic Injury Surveillance System Database.","10.1016/j.jemermed.2024.06.005","10.1016/j.jemermed.2024.06.005"
"PubMed","doi","100","within_second_search","","Women, concussion and disputing an old myth: the game of football is not 'unsuitable for females'.","Women, concussion and disputing an old myth: the game of football is not 'unsuitable for females'.","10.1136/bjsports-2023-107486","10.1136/bjsports-2023-107486"
"PubMed","doi","100","within_second_search","","Groin injuries in women's premier league football in Norway: A two-season prospective cohort study describing clinical and imaging characteristics.","Groin injuries in women's premier league football in Norway: A two-season prospective cohort study describing clinical and imaging characteristics.","10.1111/sms.14611","10.1111/sms.14611"
"PubMed","doi","100","within_second_search","","Marching Band Injuries in Children Presenting to Emergency Departments in the United States, 2012-2021: A Trebling Tale.","Marching Band Injuries in Children Presenting to Emergency Departments in the United States, 2012-2021: A Trebling Tale.","10.1177/00099228231210656","10.1177/00099228231210656"
"PubMed","doi","100","within_second_search","","Concussion Incidence by Type of Sport: Differences by Sex, Age Groups, Type of Session, and Level of Play An Overview of Systematic Reviews With Meta-analysis.","Concussion Incidence by Type of Sport: Differences by Sex, Age Groups, Type of Session, and Level of Play An Overview of Systematic Reviews With Meta-analysis.","10.2519/jospt.2024.12677","10.2519/jospt.2024.12677"
"PubMed","doi","100","within_second_search","","Avenues for prevention using the epidemiology of sport-related concussion from a large high school surveillance study.","Avenues for prevention using the epidemiology of sport-related concussion from a large high school surveillance study.","10.3171/2024.4.focus24153","10.3171/2024.4.focus24153"
"PubMed","doi","100","within_second_search","","Analysis of a Division I Sports Medicine Program's COVID-19 Protocol: Identifying Factors that Predict Testing Demands and Positive Rates During a Pandemic.","Analysis of a Division I Sports Medicine Program's COVID-19 Protocol: Identifying Factors that Predict Testing Demands and Positive Rates During a Pandemic.","10.1097/jsm.0000000000001176","10.1097/jsm.0000000000001176"
"PubMed","doi","100","within_second_search","","Strength and clinical test combinations enhance predictions of sagittal and frontal plane biomechanics in single-leg landing.","Strength and clinical test combinations enhance predictions of sagittal and frontal plane biomechanics in single-leg landing.","10.1016/j.ptsp.2024.06.008","10.1016/j.ptsp.2024.06.008"
"PubMed","doi","100","within_second_search","","Effects of dominance and vision on unipedal balance tests in futsal players using a triaxial accelerometer.","Effects of dominance and vision on unipedal balance tests in futsal players using a triaxial accelerometer.","10.1080/14763141.2024.2301987","10.1080/14763141.2024.2301987"
"PubMed","doi","100","within_second_search","","Injury Profile in Youth Female Athletes: A Systematic Review and Meta-Analysis.","Injury Profile in Youth Female Athletes: A Systematic Review and Meta-Analysis.","10.1007/s40279-023-01988-w","10.1007/s40279-023-01988-w"
"PubMed","doi","100","within_second_search","","Association of Sport Helmet Status on Concussion Presentation and Recovery in Male Collegiate Student-Athletes.","Association of Sport Helmet Status on Concussion Presentation and Recovery in Male Collegiate Student-Athletes.","10.1007/s10439-024-03575-0","10.1007/s10439-024-03575-0"
"PubMed","doi","100","within_second_search","","Atraumatic Sport-Related Medial Sesamoid Pain: Conservative Treatment Outcome and Magnetic Resonance Imaging Features.","Atraumatic Sport-Related Medial Sesamoid Pain: Conservative Treatment Outcome and Magnetic Resonance Imaging Features.","10.4055/cios24037","10.4055/cios24037"
"PubMed","doi","100","within_second_search","","Sport-specific Differences in Cartilage Treatment.","Sport-specific Differences in Cartilage Treatment.","10.1097/jsa.0000000000000393","10.1097/jsa.0000000000000393"
"PubMed","doi","100","within_second_search","","Can tests of physical fitness predict traumatic knee injury in youth female athletes? A prospective cohort study.","Can tests of physical fitness predict traumatic knee injury in youth female athletes? A prospective cohort study.","10.1016/j.ptsp.2024.06.007","10.1016/j.ptsp.2024.06.007"
"PubMed","doi","100","within_second_search","","A Systematic Review and Meta-analysis of Anterior Cruciate Ligament Injury Prevention Programs: Training to Stay in the Game.","A Systematic Review and Meta-analysis of Anterior Cruciate Ligament Injury Prevention Programs: Training to Stay in the Game.","10.1177/03635465251376670","10.1177/03635465251376670"
"PubMed","doi","100","within_second_search","","Spondylolysis in Adolescent Athletes: A Descriptive Study of 533 Patients.","Spondylolysis in Adolescent Athletes: A Descriptive Study of 533 Patients.","10.1097/jsm.0000000000001283","10.1097/jsm.0000000000001283"
"PubMed","doi","100","within_second_search","","A Systematic Review of Sports-Related Concussion Education Programs: Design, Outcomes, and Recommendations.","A Systematic Review of Sports-Related Concussion Education Programs: Design, Outcomes, and Recommendations.","10.1097/jsm.0000000000001309","10.1097/jsm.0000000000001309"
"PubMed","doi","100","within_second_search","","""Martyr or Moaner:"" A Qualitative Study of Elite Ladies Gaelic Football and Camogie Players' Perceptions of Injury Surveillance.","""Martyr or Moaner:"" A Qualitative Study of Elite Ladies Gaelic Football and Camogie Players' Perceptions of Injury Surveillance.","10.1123/jsr.2024-0181","10.1123/jsr.2024-0181"
"PubMed","doi","100","within_second_search","","Clinical examination tests for adductor- and pubic-related groin pain in athletes with longstanding groin pain: Inter-examiner reliability and prevalence of positive tests.","Clinical examination tests for adductor- and pubic-related groin pain in athletes with longstanding groin pain: Inter-examiner reliability and prevalence of positive tests.","10.1016/j.ptsp.2023.12.008","10.1016/j.ptsp.2023.12.008"
"PubMed","doi","100","within_second_search","","Epidemiology of adverse events related to sports among community people: a scoping review.","Epidemiology of adverse events related to sports among community people: a scoping review.","10.1136/bmjopen-2023-082984","10.1136/bmjopen-2023-082984"
"PubMed","doi","100","within_second_search","","Quantifying the impact of the coronavirus 2019 pandemic on youth sports-related injuries in the USA.","Quantifying the impact of the coronavirus 2019 pandemic on youth sports-related injuries in the USA.","10.1097/bpb.0000000000001096","10.1097/bpb.0000000000001096"
"PubMed","doi","100","within_second_search","","Gender differences in foot and ankle sporting injuries: A systematic literature review.","Gender differences in foot and ankle sporting injuries: A systematic literature review.","10.1016/j.foot.2024.102122","10.1016/j.foot.2024.102122"
"PubMed","doi","100","within_second_search","","Sport-related concussions in wrestling: does mechanism of injury affect recovery?","Sport-related concussions in wrestling: does mechanism of injury affect recovery?.","10.23736/s0022-4707.24.15911-7","10.23736/s0022-4707.24.15911-7"
"PubMed","doi","100","within_second_search","","Perception of Pain and Function Among Athletes and Parents: A PROMIS Dyad Study.","Perception of Pain and Function Among Athletes and Parents: A PROMIS Dyad Study.","10.1177/03635465251407113","10.1177/03635465251407113"
"PubMed","doi","100","within_second_search","","Relationships Among Baseline Concussion Balance Test and Gaze Stability Test Scores in Division-I Collegiate Athletes.","Relationships Among Baseline Concussion Balance Test and Gaze Stability Test Scores in Division-I Collegiate Athletes.","10.1123/jsr.2023-0254","10.1123/jsr.2023-0254"
"PubMed","doi","100","within_second_search","","Risk of Acute Compartment Syndrome in Pediatric Patients With Tibial Tubercle Avulsion Fractures: A Retrospective Review.","Risk of Acute Compartment Syndrome in Pediatric Patients With Tibial Tubercle Avulsion Fractures: A Retrospective Review.","10.1097/bpo.0000000000002744","10.1097/bpo.0000000000002744"
"PubMed","doi","100","within_second_search","","Extrinsic Risk Factors for Primary Noncontact Anterior Cruciate Ligament Injury in Adolescents Aged between 14 and 18 years: A Systematic Review.","Extrinsic Risk Factors for Primary Noncontact Anterior Cruciate Ligament Injury in Adolescents Aged between 14 and 18 years: A Systematic Review.","10.1007/s40279-023-01975-1","10.1007/s40279-023-01975-1"
"PubMed","doi","100","within_second_search","","Contact Breast Injuries Among Female Athletes: A Systematic Review.","Contact Breast Injuries Among Female Athletes: A Systematic Review.","10.1007/s40279-024-02027-y","10.1007/s40279-024-02027-y"
"PubMed","doi","100","within_second_search","","Return to sports in female athletes after anterior cruciate ligament reconstruction: A systematic review and metanalysis.","Return to sports in female athletes after anterior cruciate ligament reconstruction: A systematic review and metanalysis.","10.1016/j.jisako.2024.01.008","10.1016/j.jisako.2024.01.008"
"PubMed","doi","100","within_second_search","","Adolescent Athletes with Stronger Athletic Identity Perceptions Have Weaker Fear Avoidance Perceptions During Musculoskeletal Injury Rehabilitation Return to Sports Preparation.","Adolescent Athletes with Stronger Athletic Identity Perceptions Have Weaker Fear Avoidance Perceptions During Musculoskeletal Injury Rehabilitation Return to Sports Preparation.","10.1097/bpo.0000000000002723","10.1097/bpo.0000000000002723"
"PubMed","doi","100","within_second_search","","Risk Factors of Emergency Department Utilization After Outpatient Surgery for Sports-Related Injuries.","Risk Factors of Emergency Department Utilization After Outpatient Surgery for Sports-Related Injuries.","10.5435/jaaos-d-22-00715","10.5435/jaaos-d-22-00715"
"PubMed","doi","100","within_second_search","","Pars Interarticularis and Pedicle Stress Injuries in Young Athletes With Low Back Pain: A Retrospective Cohort Study of 902 Patients Evaluated With Magnetic Resonance Imaging.","Pars Interarticularis and Pedicle Stress Injuries in Young Athletes With Low Back Pain: A Retrospective Cohort Study of 902 Patients Evaluated With Magnetic Resonance Imaging.","10.1177/03635465241264804","10.1177/03635465241264804"
"PubMed","doi","100","within_second_search","","Primary Anterior Cruciate Ligament Reconstruction in Level 1 Athletes: Factors Associated With Return to Play, Reinjury, and Knee Function at 5 Years of Follow-up.","Primary Anterior Cruciate Ligament Reconstruction in Level 1 Athletes: Factors Associated With Return to Play, Reinjury, and Knee Function at 5 Years of Follow-up.","10.1177/03635465241313386","10.1177/03635465241313386"
"PubMed","doi","100","within_second_search","","Descriptive Epidemiology of Complete ACL Tears in the Skeletally Immature Population: A Prospective Multicenter PLUTO Study.","Descriptive Epidemiology of Complete ACL Tears in the Skeletally Immature Population: A Prospective Multicenter PLUTO Study.","10.1177/03635465241312215","10.1177/03635465241312215"
"PubMed","doi","100","within_second_search","","Impact of the Quadriceps Angle on Health and Injury Risk in Female Athletes.","Impact of the Quadriceps Angle on Health and Injury Risk in Female Athletes.","10.3390/ijerph21121547","10.3390/ijerph21121547"
"PubMed","doi","100","within_second_search","","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 2: an analysis by movement patterns.","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 2: an analysis by movement patterns.","10.1080/07853890.2024.2337724","10.1080/07853890.2024.2337724"
"PubMed","doi","100","within_second_search","","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 1: an analysis by classical training components.","A systematic review and network meta-analysis on the effectiveness of exercise-based interventions for reducing the injury incidence in youth team-sport players. Part 1: an analysis by classical training components.","10.1080/07853890.2024.2408457","10.1080/07853890.2024.2408457"
"PubMed","doi","100","within_second_search","","How high-performance practitioners think and intervene to change technique.","How high-performance practitioners think and intervene to change technique.","10.1016/j.psychsport.2025.102906","10.1016/j.psychsport.2025.102906"
"PubMed","doi","100","within_second_search","","What are the Risks of Contact Sport During Pregnancy: a Survey-Based Investigation.","What are the Risks of Contact Sport During Pregnancy: a Survey-Based Investigation.","10.1007/s40279-025-02262-x","10.1007/s40279-025-02262-x"
"PubMed","doi","100","within_second_search","","Biomarkers of Neurobiologic Recovery in Adults With Sport-Related Concussion.","Biomarkers of Neurobiologic Recovery in Adults With Sport-Related Concussion.","10.1001/jamanetworkopen.2024.15983","10.1001/jamanetworkopen.2024.15983"
"PubMed","doi","100","within_second_search","","Clinical Features and Therapeutic Process of Sacral Fatigue Fractures in Adolescents.","Clinical Features and Therapeutic Process of Sacral Fatigue Fractures in Adolescents.","10.1177/03635465241251848","10.1177/03635465241251848"
"PubMed","doi","100","within_second_search","","Emotions, Confidence, and Risk Appraisal in Athletes With Hypermobile Joints After Anterior Cruciate Ligament Reconstruction: A Prospective Cohort Study.","Emotions, Confidence, and Risk Appraisal in Athletes With Hypermobile Joints After Anterior Cruciate Ligament Reconstruction: A Prospective Cohort Study.","10.1111/sms.70183","10.1111/sms.70183"
"PubMed","doi","100","within_second_search","","An overview of the risk factors for producing fifth metatarsal fracture in sports activities: A systematic review.","An overview of the risk factors for producing fifth metatarsal fracture in sports activities: A systematic review.","10.1002/jfa2.70012","10.1002/jfa2.70012"
"PubMed","doi","100","within_second_search","","Correlation Between a 3-Step MRI Assessment and Surgical Findings in Classifying Pyramidalis-Anterior Pubic Ligament-Adductor Longus Complex (PLAC) Injuries in 161 Athletes: Validation of Application of the PLAC Classification System.","Correlation Between a 3-Step MRI Assessment and Surgical Findings in Classifying Pyramidalis–Anterior Pubic Ligament–Adductor Longus Complex (PLAC) Injuries in 161 Athletes: Validation of Application of the PLAC Classification System.","10.1177/03635465251368389","10.1177/03635465251368389"
"PubMed","doi","100","within_second_search","","Subsequent musculoskeletal injury after concussion in National Football League players.","Subsequent musculoskeletal injury after concussion in National Football League players.","10.1136/bjsports-2023-107970","10.1136/bjsports-2023-107970"
"PubMed","doi","100","within_second_search","","Incidence of and Risk Factors for Lower Extremity Apophysitis in Children and Adolescents.","Incidence of and Risk Factors for Lower Extremity Apophysitis in Children and Adolescents.","10.1007/s40279-025-02328-w","10.1007/s40279-025-02328-w"
"PubMed","doi","100","within_second_search","","Best practices for the dissemination and implementation of neuromuscular training injury prevention warm-ups in youth team sport: a systematic review.","Best practices for the dissemination and implementation of neuromuscular training injury prevention warm-ups in youth team sport: a systematic review.","10.1136/bjsports-2023-106906","10.1136/bjsports-2023-106906"
"PubMed","title_author_year","100","within_second_search","","The Team Physician Consensus Statement 2024 Update.","The Team Physician Consensus Statement 2024 Update.","10.1249/jsr.0000000000001251","10.1249/mss.0000000000003641"
"PubMed","doi","100","within_second_search","","Concussion burden and later-life cardiovascular risk factors in former professional American-style football players.","Concussion burden and later-life cardiovascular risk factors in former professional American-style football players.","10.1002/acn3.52045","10.1002/acn3.52045"
"PubMed","doi","100","within_second_search","","18F-Flortaucipir (AV1451) imaging identifies grey matter atrophy in retired athletes.","18F-Flortaucipir (AV1451) imaging identifies grey matter atrophy in retired athletes.","10.1007/s00415-024-12573-0","10.1007/s00415-024-12573-0"
"PubMed","doi","100","within_second_search","","Oro-dental trauma burden and mouthguard usage among contact sports players: A call for sports dentistry initiatives in Sri Lanka.","Oro-dental trauma burden and mouthguard usage among contact sports players: A call for sports dentistry initiatives in Sri Lanka.","10.1111/edt.12916","10.1111/edt.12916"
"PubMed","doi","100","within_second_search","","Acute psychological symptom profiles in high school football players following sport-related concussion.","Acute psychological symptom profiles in high school football players following sport-related concussion.","10.3171/2023.9.peds23301","10.3171/2023.9.peds23301"
"PubMed","doi","100","within_second_search","","On-Field and Pitch-Side (Sideline) Assessment of Sports Concussion in Collision Sports: An Expert Consensus Statement Using the Modified Delphi Technique.","On-Field and Pitch-Side (Sideline) Assessment of Sports Concussion in Collision Sports: An Expert Consensus Statement Using the Modified Delphi Technique","10.1016/j.arthro.2023.06.026","10.1016/j.arthro.2023.06.026"
"PubMed","doi","100","within_second_search","","Longitudinal Characterization of Pain Interference and Influential Factors in Former National Football League (NFL) Players Over a 19-Year Period: An NFL-LONG Study.","Longitudinal Characterization of Pain Interference and Influential Factors in Former National Football League (NFL) Players Over a 19-Year Period: An NFL-LONG Study.","10.1016/j.jpain.2024.104577","10.1016/j.jpain.2024.104577"
"PubMed","doi","100","within_second_search","","Associations Between Instrumented Mouthguard-Measured Head Acceleration Events and Post-Match Biomarkers of Astroglial and Axonal Injury in Male Amateur Australian Football Players.","Associations Between Instrumented Mouthguard-Measured Head Acceleration Events and Post-Match Biomarkers of Astroglial and Axonal Injury in Male Amateur Australian Football Players.","10.1007/s40279-024-02138-6","10.1007/s40279-024-02138-6"
"PubMed","doi","100","within_second_search","","Sports Injury Patterns and Economic Consequences Before and During the COVID-19 Pandemic: A Comprehensive Study of Norwegian Sports From 2017 to 2020 Using Insurance Data.","Sports Injury Patterns and Economic Consequences Before and During the COVID‐19 Pandemic: A Comprehensive Study of Norwegian Sports From 2017 to 2020 Using Insurance Data.","10.1111/sms.70155","10.1111/sms.70155"
"PubMed","doi","100","within_second_search","","Commotio Cordis in Sports.","Commotio Cordis in Sports.","10.1249/jsr.0000000000001292","10.1249/jsr.0000000000001292"
"PubMed","doi","100","within_second_search","","Utilisation of New Zealand Rugby's concussion management pathway: A mixed methods investigation.","Utilisation of New Zealand Rugby's concussion management pathway: A mixed methods investigation.","10.1002/ejsc.12213","10.1002/ejsc.12213"
"PubMed","doi","100","within_second_search","","Concussion-Related Biomarker Variations in Retired Rugby Players and Implications for Neurodegenerative Disease Risk: The UK Rugby Health Study.","Concussion-Related Biomarker Variations in Retired Rugby Players and Implications for Neurodegenerative Disease Risk: The UK Rugby Health Study.","10.3390/ijms25147811","10.3390/ijms25147811"
"PubMed","doi","100","within_second_search","","Ligament augmentation and reconstruction system (LARS) synthetic grafts are safe and effective for medial collateral ligament and posterolateral corner reconstructions in elite athletes.","Ligament augmentation and reconstruction system (LARS) synthetic grafts are safe and effective for medial collateral ligament and posterolateral corner reconstructions in elite athletes.","10.1002/ksa.12363","10.1002/ksa.12363"
"PubMed","doi","100","within_second_search","","Substantia Nigra Pathology, Contact Sports Play, and Parkinsonism in Chronic Traumatic Encephalopathy.","Substantia Nigra Pathology, Contact Sports Play, and Parkinsonism in Chronic Traumatic Encephalopathy.","10.1001/jamaneurol.2024.2166","10.1001/jamaneurol.2024.2166"
"PubMed","doi","100","within_second_search","","Do healthy athletes exhibit at-risk biomechanics for anterior cruciate ligament injury during pivoting movements?","Do healthy athletes exhibit at-risk biomechanics for anterior cruciate ligament injury during pivoting movements?.","10.1080/14763141.2022.2080105","10.1080/14763141.2022.2080105"
"PubMed","doi","100","within_second_search","","Wearing a Guardian Cap Does Not Mitigate On-Field Head Impact Severity.","Wearing a Guardian Cap Does Not Mitigate On-Field Head Impact Severity.","10.1249/mss.0000000000003790","10.1249/mss.0000000000003790"
"PubMed","doi","100","within_second_search","","Associations of Collegiate Football Career and Incident Concussion with Players' Health: A Longitudinal Study from the CARE Consortium.","Associations of Collegiate Football Career and Incident Concussion with Players' Health: A Longitudinal Study from the CARE Consortium.","10.1007/s40279-025-02234-1","10.1007/s40279-025-02234-1"
"PubMed","doi","100","within_second_search","","Tackle Characteristics Resulting in Potential Head Injuries in Elite Men's Rugby League: A Video Analysis Study of 746 Tackles.","Tackle Characteristics Resulting in Potential Head Injuries in Elite Men's Rugby League: A Video Analysis Study of 746 Tackles.","10.1002/ejsc.12270","10.1002/ejsc.12270"
"PubMed","doi","100","within_second_search","","The effect of assessor expertise on reliability of analysis of video signs associated with concussion in Australian football.","The effect of assessor expertise on reliability of analysis of video signs associated with concussion in Australian football.","10.1016/j.jsams.2024.08.200","10.1016/j.jsams.2024.08.200"
"PubMed","doi","100","within_second_search","","Time to level the playing field between men and women - Given similar injury incidence: A two-season analysis of match injuries in elite men and women's (Super League) rugby league.","Time to level the playing field between men and women - Given similar injury incidence: A two-season analysis of match injuries in elite men and women's (Super League) rugby league.","10.1016/j.jsams.2024.07.001","10.1016/j.jsams.2024.07.001"
"PubMed","doi","100","within_second_search","","Analysis of Concussions Reported in American Professional Football Injury Reports in the 2019 Through 2023 Regular Seasons.","Analysis of Concussions Reported in American Professional Football Injury Reports in the 2019 Through 2023 Regular Seasons.","10.1016/j.wneu.2024.05.026","10.1016/j.wneu.2024.05.026"
"PubMed","doi","100","within_second_search","","Diagnosis and management of thoracic outlet syndrome in athletes.","Diagnosis and management of thoracic outlet syndrome in athletes.","10.1053/j.semvascsurg.2024.01.007","10.1053/j.semvascsurg.2024.01.007"
"PubMed","doi","100","within_second_search","","Epidemiology of Stingers in the National Football League, 2015-2019.","Epidemiology of Stingers in the National Football League, 2015-2019.","10.1177/19417381231223413","10.1177/19417381231223413"
